"","ACCIDENT_NO","LONGITUDE","LATITUDE"
"11313","T20150008723",145.05748079,-37.95608682
"58620","T20190003552",145.01486177,-37.63581362
"56806","T20180011099",144.96546855,-37.7587501
"8981","T20150003933",145.12981312,-37.87109344
"53516","T20180005182",145.01718695,-37.91231313
"39488","T20170005230",145.26407954,-37.87842333
"22472","T20160004191",144.98003956,-37.84780409
"19652","T20150021352",142.90491595,-38.36904503
"38904","T20170010139",145.13450265,-37.7552602
"62354","T20180022645",143.88027935,-37.62837733
"50214","T20170011407",145.19442391,-37.63752224
"58592","T20190000474",145.13516046,-37.75261617
"34778","T20160025880",143.3148636,-38.11655087
"14785","T20150013035",141.34728351,-37.89623336
"2205","T20140018436",144.84683018,-37.72568433
"43659","T20170013407",144.9387062,-37.79541468
"41825","T20170009703",143.79902648,-37.59067859
"40043","T20170007894",144.83348103,-37.77767302
"23508","T20160003863",145.30433896,-38.04076739
"74178","T20170013078",144.99935737,-37.86921438
"63520","T20190003958",146.00243387,-36.52967876
"23791","T20160006335",144.23215918,-37.0702244
"67315","T20180023931",145.23315094,-37.92824275
"28437","T20160013222",144.98310111,-37.85786178
"66190","T20190010096",144.25964835,-36.74836331
"70490","T20150019938",144.23643275,-36.85458063
"64188","T20190017607",144.96003392,-37.81963068
"40571","T20170014437",144.82234112,-37.72712722
"51244","T20180008614",142.14794404,-34.18761048
"54726","T20170020025",144.97648969,-37.75151833
"50570","T20180003067",144.93749054,-37.75633904
"52819","T20180012032",145.46264313,-37.6835093
"68204","T20190008140",145.23285584,-37.87690401
"41562","T20170006513",144.96218093,-37.81220502
"67680","T20190012106",144.83189337,-38.3710165
"73927","T20170009750",145.40327275,-36.3668057
"49554","T20180007790",145.20678944,-37.96907229
"23265","T20160001748",144.82199341,-37.76152899
"50238","T20170023724",144.95699257,-37.69176516
"19428","T20150025595",145.30086987,-38.02210884
"15572","T20150014843",146.84857,-38.09966999
"9186","T20150004061",144.4387121,-36.35246938
"43424","T20160027600",144.86485178,-37.73456089
"5322","T20140024274",143.80154691,-38.59531708
"43819","T20170021033",143.90420834,-37.55059133
"43516","T20170013250",144.3638706,-38.07986811
"49906","T20180008709",145.34302007,-38.03472728
"39329","T20170006584",144.32583629,-38.17339375
"73836","T20170008375",145.03628222,-37.79530114
"15269","T20150014220",145.34537053,-38.16563728
"12967","T20150012215",143.91087732,-37.43135068
"70804","T20150024301",142.36504805,-38.29366076
"39007","T20170001492",145.00037027,-37.78548192
"48076","T20170021594",144.77804852,-36.70403946
"39327","T20170005691",144.6735682,-37.86155763
"8322","T20150002141",144.7798533,-37.84923296
"64131","T20190001207",144.54850678,-38.19213576
"40584","T20170013642",143.81874336,-37.55621875
"70732","T20150023449",145.52934964,-37.77958063
"74945","T20170023963",144.9635546,-37.64535062
"73932","T20170009779",144.8806309,-37.69853555
"74347","T20170015239",144.50023769,-37.99842565
"9257","T20150004240",145.11827049,-37.94055145
"26943","T20160007030",145.58292742,-36.17417474
"25529","T20160009728",146.55699053,-36.31689647
"28884","T20160014074",145.1139361,-37.51829442
"32614","T20160016940",144.52691814,-37.39202148
"72269","T20160015341",144.96829455,-37.8131749
"45204","T20170018334",145.30740306,-38.01650157
"51806","T20170014510",145.38141558,-37.67443147
"4055","T20140020851",-1,-1
"43069","T20170009593",143.84587915,-37.56920486
"16656","T20150016967",144.64696136,-37.79952718
"56614","T20170023387",145.36327325,-37.77505678
"28502","T20160011734",145.18949391,-37.96695376
"12472","T20150009937",145.25818274,-37.97484405
"5902","T20140025004",145.22437403,-37.96520296
"20200","T20150022348",145.17971492,-37.90575614
"16358","T20150015339",145.19246065,-37.93754775
"48470","T20170018982",145.33912791,-38.06189884
"76857","T20190003133",145.22469252,-37.9959476
"42654","T20170011582",145.21126784,-38.03463012
"38956","T20170010252",144.34197737,-38.19811767
"67155","T20180023255",144.95730795,-37.82580242
"10921","T20150005569",144.77274788,-37.78293256
"35529","T20170004024",144.3478528,-38.18187425
"51552","T20170014075",144.35979255,-37.93455479
"69630","T20150009280",145.25673193,-37.79595649
"38609","T20170005290",144.27113328,-36.75675797
"44293","T20170021842",144.74878434,-36.1307736
"5194","T20140023994",145.08775962,-38.00851185
"39594","T20170006101",143.1986967,-37.52096419
"20021","T20150022011",145.2118042,-37.98262507
"739","T20140015496",-1,-1
"33786","T20160027831",144.77344871,-37.75289927
"10462","T20150006754",145.30694601,-37.93478861
"50775","T20180007602",144.87215343,-37.71833418
"1117","T20140016018",145.3594867,-38.51562562
"49072","T20180006622",142.86867342,-36.56698982
"57744","T20180023089",144.73640289,-37.27746476
"52964","T20180004219",144.90570117,-37.80563173
"55000","T20180017186",144.97944533,-37.41357174
"51018","T20180000382",147.49876735,-36.98208812
"5516","T20140023965",-1,-1
"64309","T20180014794",144.90485518,-37.73602943
"71828","T20160009901",144.92392103,-37.66968744
"56606","T20180023572",145.17305194,-37.83488473
"61314","T20190006143",145.05132492,-37.85938921
"54966","T20180020282",144.6954103,-37.92614786
"6546","T20140026600",144.29577401,-38.34993429
"68744","T20140025093",145.0863202,-37.7580663
"61143","T20180006985",144.96310684,-37.83099229
"47965","T20170007666",145.02857231,-37.6244629
"75276","T20180003599",145.30228541,-38.011614
"74730","T20170020936",145.06536457,-37.89608027
"5397","T20140024527",144.8339826,-37.78520103
"15375","T20150015524",144.96235853,-37.81007445
"32054","T20160015446",145.64637465,-35.9177209
"1704","T20140016887",-1,-1
"41274","T20170009025",145.18953106,-37.93723629
"8971","T20150003935",144.81100401,-37.83220112
"57755","T20180016992",144.13143028,-37.33867144
"24335","T20160002806",144.96099975,-37.82270667
"38637","T20170010673",144.734961,-36.14055867
"33490","T20160027309",145.13801627,-37.78637355
"23640","T20160002358",147.06340832,-38.00357489
"48571","T20170024417",143.82598438,-37.58739989
"20600","T20150024051",144.7084093,-37.62881379
"43821","T20170021087",145.06695113,-37.90727883
"31786","T20160023413",145.0181159,-37.77896647
"3195","T20140019631",-1,-1
"49559","T20170010205",144.94521846,-37.82512733
"30404","T20160020240",144.97532027,-37.79542136
"11339","T20150010203",145.53753557,-38.07507155
"64392","T20200012594",145.02091927,-37.78269534
"10245","T20150004918",145.85480369,-38.09032713
"53598","T20170018305",143.27032144,-38.74628756
"76664","T20190000178",146.96779377,-36.72829497
"32925","T20160021912",145.06393704,-37.79431582
"35829","T20170004585",145.21953236,-37.83230661
"9272","T20150002600",144.26188136,-36.72870458
"9921","T20150005358",144.92325384,-37.77677917
"53855","T20180004670",145.2795948,-38.11257788
"42315","T20170017946",145.12002105,-37.8385108
"23070","T20160001244",147.05660813,-38.06587491
"60381","T20180005370",144.8661556,-37.67784719
"34060","T20170000776",145.08714709,-37.76077831
"57394","T20190000455",144.99496286,-37.84573585
"76006","T20180014550",144.97134663,-37.82984846
"40354","T20170013289",145.23182686,-37.81425028
"73808","T20170007967",144.27842275,-36.78530439
"31220","T20160018390",144.34475391,-38.18255301
"30329","T20160012308",145.22164446,-37.98031224
"43421","T20170010321",145.26725688,-38.02809921
"11972","T20150008086",144.66163825,-37.78959738
"64985","T20190006453",145.05010133,-37.75487005
"66900","T20190008726",146.76964023,-36.07799968
"52666","T20180005155",144.32333845,-38.32265829
"24863","T20160003019",144.98014982,-37.80183086
"37642","T20170008389",146.50379877,-38.33658763
"3178","T20140020691",146.15274979,-38.20999054
"11442","T20150009192",145.7149313,-38.07564688
"3088","T20140019368",-1,-1
"21420","T20160001946",145.44236189,-36.09238408
"58778","T20180019101",144.56535871,-37.68765781
"67803","T20190002582",144.55644014,-37.71653586
"25632","T20160006611",144.98400416,-37.72895609
"21602","T20150025535",145.06985248,-37.66162905
"26461","T20160011385",145.0056031,-37.91481668
"13280","T20150013771",145.074281,-37.83018077
"46747","T20170024258",144.91576906,-37.63491838
"14585","T20150012688",145.12469573,-37.81368796
"63010","T20190002922",144.36654282,-38.15267685
"70582","T20150021175",146.6974185,-36.09454314
"7181","T20150000761",144.98290037,-37.73593067
"47560","T20170018868",144.3778863,-38.23665231
"68101","T20190006739",143.85823559,-37.56717035
"19239","T20150023267",145.12553183,-38.09118734
"8277","T20150002804",145.51586157,-37.62836419
"22579","T20160002117",145.11758016,-37.67210135
"59706","T20180017401",144.77553665,-37.69406668
"46181","T20180001155",145.02193364,-37.88679917
"77038","T20190005815",144.91830442,-37.62942185
"20813","T20150023837",144.94057196,-37.73855767
"10175","T20150006169",144.68186572,-37.57911328
"25178","T20160005758",144.73818985,-37.87421792
"34208","T20170001273",144.03822848,-38.3563906
"30676","T20160016225",144.04391012,-37.70793031
"17904","T20150020643",145.00979635,-37.74098371
"21950","T20160000668",147.38711777,-38.1670784
"30080","T20160016501",144.92920979,-37.7583679
"72712","T20160021211",144.20422999,-36.81017777
"13333","T20150011144",146.87296513,-36.097836
"38082","T20170008555",145.14835482,-37.87218344
"7613","T20150001038",145.40225455,-36.33791958
"62869","T20190002441",145.22731336,-37.83230802
"18638","T20150021881",141.6729169,-37.29991445
"39552","T20170002466",143.76260941,-37.32508476
"29083","T20160016945",144.34782924,-38.14306652
"72092","T20160013075",145.98550597,-37.3359478
"48846","T20180005784",145.90074706,-38.29304683
"42712","T20170018844",145.2874819,-37.82599224
"42984","T20170009352",145.16113433,-37.76295934
"57078","T20180011808",144.44135887,-37.25575025
"76136","T20180016420",142.922379,-38.23888562
"57390","T20190000422",146.54850023,-38.19290022
"48674","T20170024605",145.41700015,-37.78220002
"2503","T20140019061",147.70052703,-35.93355502
"36796","T20170001282",144.99901186,-37.83991548
"74319","T20170014820",145.01133604,-37.69505545
"75926","T20180013318",145.26044003,-38.05490807
"75320","T20180004185",144.96222141,-37.75451037
"41685","T20160024559",145.68951606,-37.75353262
"75545","T20180007758",143.83572835,-37.54062777
"11054","T20150007945",144.94445253,-37.74654915
"45543","T20170017273",144.86889248,-37.78284789
"44614","T20170015362",144.22835533,-37.60005324
"67586","T20190000516",144.7288446,-37.89342626
"44603","T20170015222",144.88019353,-37.82003636
"45225","T20170013898",144.81864328,-37.76383841
"51789","T20180003819",143.83564624,-37.57875208
"483","T20140014326",-1,-1
"32470","T20160016554",142.20532657,-34.48317886
"40033","T20170003214",144.2091869,-37.94241877
"24573","T20160004086",144.95808514,-37.82755882
"30892","T20160021464",141.28066678,-37.5305001
"5274","T20140024248",145.29644703,-38.07903477
"12784","T20150011821",145.16027202,-37.79801765
"70214","T20150016680",145.86285512,-38.13641382
"21207","T20160001547",146.74707479,-38.41744858
"59362","T20180003402",144.95543627,-37.80949753
"75263","T20180003451",145.41324764,-36.39732096
"19217","T20150025180",145.92957695,-38.66183034
"21153","T20150026739",145.14814121,-38.19411663
"22781","T20150027165",143.93651513,-37.56351315
"47699","T20170020532",145.12306861,-38.07876324
"40256","T20170013145",144.69180209,-37.82990613
"72967","T20160024885",144.91925863,-37.7853257
"64658","T20190005388",145.13895043,-37.92167297
"59604","T20180020632",144.88878173,-37.80271331
"22482","T20160001880",145.16583041,-37.93426284
"49759","T20170010670",145.0996956,-37.03084122
"59567","T20180016498",145.01066033,-37.9449531
"19432","T20150025706",144.84397618,-37.58571072
"6006","T20140024839",144.33508348,-38.20236725
"6675","T20140026326",144.20455488,-36.6676885
"32593","T20160019381",144.3703863,-38.15692589
"62487","T20190008691",146.51023326,-38.20542944
"63085","T20180023064",145.25028837,-37.5651712
"35261","T20170003450",144.9972179,-37.82928182
"10544","T20150007071",145.41640818,-38.52397744
"26373","T20160005871",147.2736235,-38.21365059
"45807","T20140016553",145.1017389,-37.91082452
"73752","T20170007319",144.7814238,-37.71947325
"52323","T20180002907",144.66070849,-37.90308699
"65271","T20190007586",141.93506211,-35.7811011
"70737","T20150023516",145.79217361,-37.71953877
"76408","T20180020849",145.02183679,-37.74734774
"60953","T20180006465",145.59434759,-37.62984613
"41483","T20170006220",144.40255132,-38.17346629
"57041","T20180021728",145.46002537,-38.06319094
"21038","T20160000996",145.25031683,-38.45619519
"61584","T20180022457",144.94267838,-37.58384305
"1167","T20140016096",-1,-1
"33233","T20160021587",145.12570099,-38.14277195
"21183","T20150024595",144.75259406,-36.13310073
"21826","T20160000528",147.64563359,-37.82338763
"881","T20140015947",-1,-1
"70794","T20150024204",143.63049452,-35.79677404
"10872","T20150007307",145.05235762,-37.82747277
"59962","T20180019554",145.31058629,-37.78734581
"1425","T20140016788",-1,-1
"19613","T20150023601",145.03153884,-37.8437891
"66049","T20190006065",144.43947881,-38.21101942
"14303","T20150012232",144.95566112,-37.76810496
"40776","T20170004819",144.7678456,-38.37128129
"38518","T20170003356",145.5257088,-37.84642601
"27299","T20160009401",145.18174304,-37.94470071
"4258","T20140022553",-1,-37.84999152
"51458","T20170014017",145.63192497,-35.92533405
"70617","T20150021661",143.23008655,-36.63036649
"40097","T20170006693",145.79999856,-36.986145
"27727","T20160010179",145.04911137,-37.76680533
"42461","T20170010981",144.92380632,-37.63734455
"14956","T20150012599",145.00939232,-37.76050151
"34579","T20160024647",145.02223922,-37.68607805
"34012","T20160024501",145.26092845,-37.66704696
"11094","T20150008100",145.17161836,-37.9350059
"45662","T20170014476",142.17700895,-34.20596032
"51279","T20170013538",145.00192776,-37.57472889
"49466","T20180001191",145.00540002,-37.76387455
"43076","T20170019274",145.2499972,-37.8737693
"18233","T20150021131",145.01501498,-37.83084068
"12939","T20150009736",142.16174058,-34.18427273
"56228","T20170022540",144.97904707,-37.69160626
"73801","T20170007869",145.85789973,-37.69814785
"33438","T20160021535",144.89848386,-37.82980895
"48847","T20180005788",144.96806908,-37.81616095
"48502","T20170024225",144.35269828,-38.14968937
"17406","T20150019703",146.11128745,-37.93143067
"75572","T20180008017",146.4503292,-38.56890506
"64142","T20190004138",144.77031996,-37.7440674
"38361","T20170009236",145.32200434,-38.02834077
"70257","T20150017248",144.28276437,-36.76346666
"34712","T20170002561",143.90111321,-37.55349159
"9302","T20150003454",145.34079759,-38.0478713
"70077","T20150015170",145.30931806,-38.01389166
"44357","T20170021928",144.98366949,-37.83427729
"54839","T20180016804",144.96536686,-37.78261988
"47391","T20170007221",145.11897978,-37.41341977
"67059","T20190025593",145.04765421,-37.88456756
"33802","T20160022813",145.21867606,-38.29288335
"71272","T20160002902",144.90850425,-37.76806601
"32565","T20160020210",144.77844164,-37.69519766
"44356","T20170021925",144.36387505,-38.15279884
"21680","T20150025806",146.24881005,-38.19153461
"53708","T20180009564",144.74169595,-37.4629167
"31280","T20160022141",144.98513839,-37.86249762
"73810","T20170008007",145.1253765,-37.7902643
"29475","T20160018009",144.78483493,-37.84457446
"59359","T20180003371",144.95754536,-37.81143088
"38121","T20160018648",144.96352226,-37.75866696
"71793","T20160009490",143.42206901,-37.32227067
"8464","T20150001373",145.00238234,-37.68633715
"15796","T20150018287",144.91464104,-37.59065386
